abstract,extractive,text
The Project Manager presented the projected profit and price point.,"Our selling price goal is twenty five Euro
and profit aim is fifty million Euro .
Um , and we will hope to sell this internationally .
How many should we sell then ?
well it's the profit so if a profit for each is twelve fifty , that'll do four million .","PM: Okay .
PM: So moving on .
PM: Our selling price goal is twenty five Euro
PM: and profit aim is fifty million Euro .
PM: So I'm guessing that we're not actually in Scotland , we're in some European country .
PM: Um , and we will hope to sell this internationally .
UI: Sorry can you just say that what's the what are our price goals again ?
PM: Um selling price is twenty five Euro . Profit aim fifty million Euro .
UI: Okay .
ME: How many should we sell then ?
ME: Um , a lot ,
ME: two two two million ,
ME: two mi no ,
ME: more f four million .
PM: Anyone a mathematician ?
ID: Two million .
ME: Four million .
ME: And it
ME: well it's the profit so if a profit for each is twelve fifty , that'll do four million .
ID: 
ID: Oh , yeah .
ME: It is a lot . Uh .
PM: So f that's a fifty percent um uh ."
The Project Manager summarized the accomplishments of the meeting.,"we have seen the prototype .
It's very nice according to the work of our two designer .
The the the financial aspect were okay .
We we have the cost below uh our threshold
and so we could sell at twenty five Euros
and make i make profit .
The the evaluation give satisfying result as well .
the cost is in the budget ,
the evaluation is okay ,
so I th I think we can now uh open champagne
Congratulations to the team .
Uh very well , we worked together fantastically .
I think it was a good collaboration uh .","PM: So ,
PM: I think , we can summarise .
PM: So
PM: we have seen the prototype .
PM: It's very nice according to the work of our two designer .
PM: The the the financial aspect were okay .
PM: We we have the cost below uh our threshold
PM: and so we could sell at twenty five Euros
PM: and make i make profit .
ID: 
PM: The the evaluation give satisfying result as well .
PM: So I think we can move to the last part of the meeting .
ME: 
PM: So
PM: the cost is in the budget ,
PM: the evaluation is okay ,
PM: so I th I think we can now uh open champagne
PM: and make a huge party .
PM: I don't know if it's provided by uh by the meeting staff .
PM: Okay so
PM: congratulation .
ID: Start to eat banana .
UI: 
UI: 
ME: Mm-hmm .
UI: Okay .
UI: Congratulations to the team .
UI: Uh very well , we worked together fantastically .
ID: Yeah .
PM: Nice product .
ME: 
PM: Yeah .
ID: 
PM: I think it was a good collaboration uh .
UI: So
UI: what does the management say ?
PM: Aspect .
PM: Sorry ?
UI: What does the management say ?
PM: I think we will have um much bigger project next time and a much bigger salary as well .
UI: Ah .
ID: 
ME: 
PM: All it depends on who watch this meeting .
PM: We don't know .
ID: 
UI: 
ID: Yeah .
UI: Yeah .
PM: Okay , so
PM: good guys ,
PM: so see you for next uh successful project .
UI: Okay .
ME: 
ID: Okay .
ID: Yeah .
ID: Fruits .
ME: Mm 'kay .
UI: Mm ."
The project manager also briefed the team on the profit aim and discussed how many remotes must be sold in order to reach the profit aim of 50 million Euro.,"I was just wondering if that's the um If fifty percent is normal
Um I would think would be more like sixty percent .
you gotta know how many we're going to be selling to know how big a market you have to target and who is that .
In order to make fifty million Euros , and you're only getting twelve and a half each
four million . You'd have to sell four million .","ME: Uh yeah .
ME: I was just wondering if that's the um If fifty percent is normal
PM: Mark-up ?
ME: B
ME: yeah .
ME: Um I would think would be more like sixty percent .
ME: But um let me
ME: I have two thoughts .
ME: One hundred , fifty percent .
PM: Okay .
ME: And and your question is how many do we have to sell ?
PM: 
PM: Yes ,
PM: 'cause our market um is international
PM: and your problem is has to do with marketing of
PM: you know ,
PM: you gotta know how many we're going to be selling to know how big a market you have to target and who is that .
ME: At twenty five .
ME: Mm-hmm .
ME: Yeah ,
ME: that's um
PM: To give you a pretty good idea of where you're looking .
ME: So
ME: that's four million of them ?
PM: Something like that ?
PM: Okay .
ME: Yeah .
PM: That's fifty million Euros .
PM: In order to make fifty million Euros , and you're only getting twelve and a half each
ME: And if we make
ME: Mm-hmm .
PM: That's a lot of selling .
ME: Yeah .
PM: Two four
ME: Four million .
PM: To be fifty , be
PM: four million . You'd have to sell four million .
ME: Hmm ."
The project manager briefed the team on some new requirements to consider when designing the remote.,"Um just want to tell you that you have three new requirements ,
which is the The first one is that um uh the company's decided that teletext is outdated uh because of how popular the internet is .
so we don't really need to consider that in the functionality of the of the remote control .
Um they've also suggested that we um we only use the remote control to control the television , not the V C R , D V D or anything else .
I think the worry is that if the project becomes too complex then it'll affect um how long it takes us to get it into into production , the time to market .
So um , we're just gonna keep it simple and it'll just control the T V .
And the other thing was that the company want the corporate colour and slogan to be implemented in the new design .
Um I'm not entirely sure what the corporate colour is .
It might be yellow , because there seems to be a lot of yellow everywhere .
And the slogan , like the actual written slogan , or just to embody the idea of the slogan ?
uh th because on the the company website , uh what does it say
'Bout putting the fashion in electronics .
I mean do they Is that something they want actually written on it ,
'cause it's quite long .
So those are the three things ,
just not to worry about teletext , uh only control the T V , and um and uh incorporate the uh colour and slogan of the company .","PM: Is that alright now ?
PM: Okay .
PM: Sorry ?
PM: Okay , everybody all set to start the meeting ?
PM: Okay , we've got half an hour for this one um to uh discuss the um functional design .
PM: All ready to go ?
PM: Okay .
PM: Um so hopefully you've all been working away ,
PM: and I've put the minutes of the last meeting in the project folder .
PM: Um so I guess just to to recap on uh what we did last time .
PM: Um kind of uh got to know each other a little bit and uh got familiar with all the equipment
PM: and started to discuss um a bit about the project , you know , cost-wise how much how much money we had to s
ME: Could you plug me in ?
UI: 
ME: Okay .
ME: Thanks .
ME: Okay .
PM: Um just want to tell you that you have three new requirements ,
PM: which is the The first one is that um uh the company's decided that teletext is outdated uh because of how popular the internet is .
PM: Nobody uses teletext very much anymore ,
PM: so we don't really need to consider that in the functionality of the of the remote control .
PM: Um they've also suggested that we um we only use the remote control to control the television , not the V C R , D V D or anything else .
PM: I think the worry is that if the project becomes too complex then it'll affect um how long it takes us to get it into into production , the time to market .
PM: So um , we're just gonna keep it simple and it'll just control the T V .
PM: And the other thing was that the company want the corporate colour and slogan to be implemented in the new design .
ME: 'Kay .
ME: Okay .
PM: Um I'm not entirely sure what the corporate colour is .
PM: It might be yellow , because there seems to be a lot of yellow everywhere .
ME: And the slogan , like the actual written slogan , or just to embody the idea of the slogan ?
PM: Well that's the thing , I'm I'm not sure um
PM: uh th because on the the company website , uh what does it say
ME: 'Bout putting the fashion in electronics .
PM: Uh something
PM: Yeah ,
PM: I mean do they Is that something they want actually written on it ,
PM: 'cause it's quite long .
ID: Mm yeah .
ID: Nope , we're all set .
PM: Um or yeah , just the idea , but I'm not sure .
PM: So that's something we can discuss as well .
PM: So those are the three things ,
PM: just not to worry about teletext , uh only control the T V , and um and uh incorporate the uh colour and slogan of the company .
PM: Um so is everybody okay with any of that
PM: , or do you want me to recap at all ?"
The project manager went over the roles of the participants and closed the meeting.,"The the Industrial Designer will w or the working design , of course ,
The User Interface Designer
the technical functions design .
And the Management Expert of uh the Marketing Expert . User requirements specifi
I'm gonna wri uh write some stuff down
I'm gonna make some minutes or take some minutes .
We'll see each other in uh thirty minutes .","PM: We gonna skip back to the goals probably . Uh ,
ME: Mm-hmm .
PM: original , trendly , and user-friendly
PM: Well , we al also already talked about user-friendliness .
PM: No , well something trendy and original ,
PM: well that that goes hand in hand I guess .
PM: When something is original , it tends to be trendy , probably ,
PM: or we should make it combination of that .
UI: Hmm .
ME: Yeah .
PM: 'Kay , so you
PM: the um technical part of the process is something you're gonna look after for ,
PM: so you have to think about what kind of uh equipment you want to uh , you know , you want to manage with it .
PM: Well , and that's an important part for you then , with gogors regards to the user-friendly part of it .
UI: Use friendly .
UI: Yep .
PM: Well , and you uh should look out for what makes it trendy .
PM: Well , you know , y like some special feature .
PM: Or some Does it does it gets some gadgetness or something .
ME: Yeah .
ME: Yes , what the market wishes .
PM: Okay .
PM: Well , the closing .
PM: Next meeting starts in thirty minutes .
PM: Individual , I think so .
PM: The the Industrial Designer will w or the working design , of course ,
PM: we will uh
PM: Already s said that .
PM: The User Interface Designer
PM: is it a User Inter User Interface
PM: the technical functions design .
PM: And the Management Expert of uh the Marketing Expert . User requirements specifi
PM: Well , this one was already clear to us .
PM: Specific instructions will be sent to you by your personal coach .
PM: I don't know how much time we have left .
PM: Oh , not many I guess .
PM: We started at twelve .
UI: Yeah . Yeah , yeah . Interface d
ME: Yeah .
ME: 
ME: You just got a message .
PM: Oh , and what does it said ?
ME: And it said uh five minutes , so we got four and a half .
UI: Oh , I don't
PM: W
PM: Okay , well um
UI: I didn't get a message .
ME: No .
ME: He's the whatever .
UI: Oh , the Project Manager .
ID: Team Leader .
PM: No , we're uh ahead of schedule then .
ME: Team Leader .
ME: He is the whatever .
PM: Yeah , close it .
PM: I'm gonna make some minutes or take some minutes .
UI: Okay .
ME: Yes .
PM: And uh it's it's clear you can put the stuff in the project documents presentations .
PM: You can all Or we're all uh
UI: Okay .
ME: Project joc project documents is for showing uh on the white-board .
ME: Yeah .
PM: Yeah .
PM: Yeah , but we're all familiar with uh uh Microsoft PowerPoint , are we ?
PM: Yeah , okay .
PM: I'm gonna wri uh write some stuff down
PM: and then we're ready .
ME: Yes .
UI: Yeah .
ME: Alright .
ME: Okay .
PM: Or we can leave already I guess .
PM: or uh or sh or should we uh
PM: or is important that we leave at exact uh
ME: Yeah .
ID: No .
ME: No .
ME: I don't think so .
ME: Yes ?
ME: Great .
PM: Okay .
PM: 
UI: I don't think Oh
PM: Yes .
UI: 
ID: Oh .
PM: We'll see each other in uh thirty minutes .
ME: Yeah .
ME: Good luck .
ID: 
PM: Yeah , good luck .
UI: I will need it .
ME: I will need it .
UI: "
The User Interface Designer stressed that the project should focus on a simple design for the device.,"what I found is we want to do fashion
and I think , honestly , we should keep technology low and just simple basically
and try to aim for design .
basically a case will will cost the same if it looks good or bad
so we ma we have to make it look good .
Um something cute and small .
The big chunky remotes are died in the eighties .
And um although mo most people will buy s televisions and everything for uh that have loads of loads of little functions and everything
and they mostly end up using simple functions and little things
and most the people won't won't get too mad of actually having to go the to the s to the television to , for instance , tune in their the stations .
There's no need to have that in the remote .
um as for what I would recommend for uh the the interface design , and uh I will change the colours on the on the logo , but um we should go for the user-oriented device ,
so simple controls and good ergonomics .
Um and uh although I th I th I'm still here recommending the teletext so I'll remove that , I guess ,","ID: Um you guys know me , Pedro , and um
ID: what I found is we want to do fashion
ID: and I think , honestly , we should keep technology low and just simple basically
ID: and try to aim for design .
ID: If
ID: basically a case will will cost the same if it looks good or bad
ID: so we ma we have to make it look good .
ID: Um something cute and small .
ID: The big chunky remotes are died in the eighties .
ID: So we should just go for something that people will like to actually look at .
PM: 
ID: And um although mo most people will buy s televisions and everything for uh that have loads of loads of little functions and everything
ID: and they mostly end up using simple functions and little things
ID: and most the people won't won't get too mad of actually having to go the to the s to the television to , for instance , tune in their the stations .
ID: There's no need to have that in the remote .
ID: So um
ID: um as for what I would recommend for uh the the interface design , and uh I will change the colours on the on the logo , but um we should go for the user-oriented device ,
ID: so simple controls and good ergonomics .
ID: Um and uh although I th I th I'm still here recommending the teletext so I'll remove that , I guess ,
ID: but um we should go for the"
The project manager introduced the upcoming project in which the team is to create a remote control.,"Um we are creating a new remote control which we have three goals about ,
it needs to be original , trendy and user-friendly .
Um so we're gonna divide us up into three compa three parts .
First the functional design
which will be uh first we'll do individual work ,
come into a meeting ,
the conceptional design , individual work and a meeting ,
and then the detailed design , individual work and a meeting .","PM: First of all our project aim .
PM: Um we are creating a new remote control which we have three goals about ,
PM: it needs to be original , trendy and user-friendly .
PM: I'm hoping that we can all work together to achieve all three of those .
PM: Um so we're gonna divide us up into three compa three parts .
PM: First the functional design
PM: which will be uh first we'll do individual work ,
PM: come into a meeting ,
PM: the conceptional design , individual work and a meeting ,
PM: and then the detailed design , individual work and a meeting .
PM: So that we'll each be doing our own ideas
PM: and then coming together
PM: and um collaborating ."
The project manager opens this detailed design meeting by going over the agenda.,"This is our final meeting , the detailed design meeting .
what we have to get through in this meeting is firstly the prototype presentation from you two ,
so you can show us what you've been working on so diligently .
It does look very cool .
then Cat's going to present the evaluation criteria that we're going to be evaluating this against .
Then I need to say some st a few things about finance ,
'cause we have to check that it's within the finance criteria .
Um and then we'll be making sure that our product fits both the evaluation criteria from Cat and the financial limits .
Um and then we uh will have a brief evaluation of the whole process of production and design that we've been through .","ID: I'm proud of it .
UI: 
PM: Okay .
PM: This is our final meeting , the detailed design meeting .
PM: And again I'll take minutes .
PM: The
PM: what we have to get through in this meeting is firstly the prototype presentation from you two ,
PM: so you can show us what you've been working on so diligently .
UI: Yeah .
PM: Um then
ME: It does look very cool .
ID: 
PM: then Cat's going to present the evaluation criteria that we're going to be evaluating this against .
PM: Then I need to say some st a few things about finance ,
PM: 'cause we have to check that it's within the finance criteria .
PM: Um and then we'll be making sure that our product fits both the evaluation criteria from Cat and the financial limits .
PM: Um and then we uh will have a brief evaluation of the whole process of production and design that we've been through .
PM: So we've got forty minutes . S
UI: 
ME: And then do we get to make a remote control ?
ID: 
PM: 'Cause we missed out .
UI: 
ME: Yeah .
PM: So
ID: 
PM: it's now
PM: I guess that we're supposed to start at fifteen thirty five ,
PM: so we've got until four fifteen .
ID: Uh-huh .
ID: How how much do we have , forty minutes ?
ID: Yeah .
PM: Is that right ?
UI: Yeah , about four fifteen , yeah .
PM: Yeah ,
PM: until about four fifteen .
PM: So yeah .
ME: Yeah .
ID: Okay , so ."
The group decided that the prototype met enough of these goals to be able to market the product.,"So this prototype is quite nice .
So having this at twenty five Euros is uh quite attractive , I think .","PM: So this prototype is quite nice .
UI: Because I saw uh some phones that were banana shaped , uh wireless phones not mobile ones , wireless for the house ,
UI: uh quite big also ,
UI: and they were selling something like a hundred Euros , two hundred Euros .
ME: 
PM: Yeah .
PM: Okay .
ME: 
PM: 
UI: Just a just a phone , wireless .
ID: Mm-hmm .
PM: So having this at twenty five Euros is uh quite attractive , I think .
UI: Yeah .
PM: I think the
ID: But almo also the complexity between a phone and a remote control is not cannot compare .
UI: Yeah . Yeah ,
UI: it's much more complex ,
UI: but
PM: Yeah ."
The Project Manager introduced the project to the group.,"So , we are asked to to make uh uh a new remote control for television .
And the characteristics of this new remote control should be original and trendy and of course user user friendly .
So people can can use it without any any problem .","UI: Hmm .
ID: 
PM: Good morning everybody .
ID: Good morning .
UI: Good morning .
ME: Good morning .
PM: 
PM: So , we are asked to to make uh uh a new remote control for television .
PM: And the characteristics of this new remote control should be original and trendy and of course user user friendly .
PM: So people can can use it without any any problem .
UI: 
PM: .
ID: 
PM: I don't know .
ID: 
UI: 
PM: "
The User Interface Designer and the Industrial Designer were instructed to construct the prototype.,Okay so you guys will be getting your modelling done now and uh,"PM: Okay .
PM: The next meeting starts in thirty minutes ,
PM: although does it ?
PM: It starts at three twenty one , the next meeting .
PM: So we've got more than a thirty minutes .
PM: Um we've got more like fifty .
ME: Well I have
ME: Is my
ME: three twenty one is the next meeting ?
PM: The the ne next meeting is three twenty one yeah .
ME: That's that's almost uh fifty minutes .
PM: Yeah that is .
PM: Uh they've they've changed the times from the presentations .
ME: You guys can You guys you guys can uh create a All kinds of things .
UI: Probably .
UI: We'll let you know when we're done , if we can go earlier .
ME: Thanks , yeah .
PM: Okay so you guys will be getting your modelling done now and uh
UI: Yeah .
PM: Okay are there any other questions with regards to what this thing's gonna do , look like , how it's gonna work that need to be addressed before we really look at this in a lot of detail ?
UI: I don't think so .
UI: If we have any questions we'll just email you I guess .
ID: 
PM: Okay .
ID: Yeah I think it pretty much everything's covered .
PM: Okay . This one was quite easy .
ID: Coulda been worse .
ME: Still .
PM: Always the optimist .
PM: 'Kay thanks guys .
ID: Yes I am .
ME: Thank you .
ME: I don't have any emails . This means I can go home .
ME: Oh , we all leave ."
The project manager opened the meeting and went over the minutes of the previous meeting.,"Welcome to this second meeting .
This is a meeting on functional design .
Um I did took the minutes from the first meeting
and I'll show them to you in a moment .
Um I know each of you have a presentation
and um in thinking about the forty minutes , I thought it would take only like three minutes for the previous minutes ,
um each of you having about seven minutes or maybe a little more , maybe a little less for your pre presentations and a little discussion ,
because there's I happen to have been told there were some new project requirements
and we have to make some uh decision on what functions it will have .
for the minutes of the first meeting .
the product was developed uh and reviewed ,
and we talked about the financial end of it .
Um and it had some implications , um the four million sales target and new ideas of not too many buttons , bright colours and some of the influence of the Japanese .
Did I miss something ?
we we we talked about the the individual roles that we each had as well .
as a group I think we've are they're accepting the minutes .
Um , then we'll move to the three presentations .","PM: Uh it fell off .
PM: One , two , three , four ,
PM: yeah , we're ready .
PM: Okay .
PM: Welcome to this second meeting .
PM: Um it's now quarter after twelve
PM: and we're given forty minutes um for this meeting .
PM: This is a meeting on functional design .
PM: Um and I wanna welcome you all
PM: and thank you all for doing some research in between .
PM: Um I did took the minutes from the first meeting
PM: and I'll show them to you in a moment .
PM: Um I know each of you have a presentation
PM: and um in thinking about the forty minutes , I thought it would take only like three minutes for the previous minutes ,
PM: um each of you having about seven minutes or maybe a little more , maybe a little less for your pre presentations and a little discussion ,
PM: because there's I happen to have been told there were some new project requirements
PM: and we have to make some uh decision on what functions it will have .
PM: Okay ?
PM: Is this ap
PM: everybody agree with this ?
UI: Yes .
ID: Oops .
ME: Yes .
PM: Okay .
PM: Um and after the meeting there'll be things to be done
PM: and as you can see it says we get to get lunch , um and then some more individual work and then putting minutes away and individual actions .
PM: Um but uh now
PM: for the minutes of the first meeting .
PM: And go to that one .
PM: Um as you can see it was this earlier today .
PM: Um Kate , Steph , Sarah and myself in our four capacities were present .
PM: I opened the meeting ,
PM: the product was developed uh and reviewed ,
PM: and we talked about the financial end of it .
PM: Um and it had some implications , um the four million sales target and new ideas of not too many buttons , bright colours and some of the influence of the Japanese .
PM: And we closed early
PM: so you could then proceed with your research and getting your reports together for tod this meeting
PM: Anybody have any questions on those minutes ?
PM: Are they complete ,
PM: did they discuss everything that we covered last time ?
PM: 'Kay .
ID: Uh I think so ,
ID: we we we talked about the the individual roles that we each had as well .
PM: Did I miss something ?
ME: Mm-hmm .
PM: Yeah .
PM: I'm afraid I incorporated that when I said who was present ,
PM: but yes , we did ,
PM: and we did a little bit of uh team building of uh of making the pictures ,
PM: but I didn't think those were appropriate to the minutes necessarily .
PM: So um
PM: as a group I think we've are they're accepting the minutes .
ID: Okay .
ME: Okay , I accept the minutes .
PM: And uh
PM: okay .
ME: Is that what we're supposed to say ?
PM: Yeah .
PM: Good .
PM: Um , then we'll move to the three presentations .
UI: Yeah , I do .
PM: Okay ?
ME: Okay .
PM: Okay .
PM: Mm we need to move this .
PM: Who wants to go f first ?"
